age,gender,height,current_weight,target_weight,activity_level,sports_days,sleep_hours,Avg_Caloric_Intake,water_intake,night_eating,stress_level,commitment,motivation,success
26,0,157,89,68,3,3,7.7,2678,1.6,1,5,5,5,0
59,1,171,116,103,2,3,6.4,2983,2.1,1,8,2,7,0
45,1,155,91,85,2,3,6.1,2692,1.7,0,8,9,3,0
28,0,175,124,110,4,6,8.3,4433,3.5,0,2,2,3,1
31,1,162,93,75,1,1,5.8,1860,2.3,1,9,4,6,1
56,1,189,142,136,2,3,5.0,3418,2.1,0,9,8,10,1
64,1,159,74,65,4,5,8.3,2394,2.9,1,7,7,4,0
36,1,155,77,56,4,5,7.3,2556,3.4,0,10,4,8,1
32,1,173,117,105,4,6,7.7,3168,3.4,1,5,8,3,1
45,0,161,79,57,4,6,7.7,2969,3.2,0,5,6,5,1
41,1,184,135,123,4,5,5.6,3845,4.5,0,8,8,1,1
25,0,191,114,98,2,2,6.3,3280,4.1,1,8,4,1,0
60,1,156,76,58,2,3,6.7,2035,2.2,0,5,5,8,0
26,0,170,88,81,3,1,8.2,2773,3.8,1,6,4,7,1
64,0,194,130,112,1,1,8.4,3300,3.2,0,6,7,1,1
50,0,184,92,84,4,5,7.8,3159,1.7,0,6,4,6,1
50,1,193,95,90,1,0,8.4,2275,1.6,1,5,5,2,1
36,1,161,105,92,4,4,5.6,3146,3.9,0,9,9,1,1
20,1,163,109,91,3,3,7.3,2899,3.1,1,1,8,10,1
27,1,161,68,54,4,6,5.6,2497,3.2,0,10,2,5,0
57,1,167,95,73,4,6,7.0,2961,2.5,0,3,7,5,1
64,0,183,115,101,3,2,7.6,3339,4.3,1,7,2,2,0
59,0,161,81,70,2,1,7.1,2241,3.6,0,9,10,5,1
18,0,175,107,95,1,0,6.9,2540,4.3,1,2,3,7,1
46,1,165,90,72,3,3,6.8,2352,1.8,0,4,1,4,0
51,1,188,117,109,3,2,6.4,3367,3.3,0,8,2,2,0
30,0,155,91,76,2,2,6.6,2556,3.4,0,5,3,5,0
18,1,163,91,77,4,4,5.8,2802,1.9,1,8,5,6,0
51,1,179,97,76,2,1,7.9,2786,2.5,0,2,6,8,0
46,0,158,88,79,4,4,6.0,2724,2.1,1,8,7,9,0
64,0,173,108,94,1,1,7.9,2677,4.5,1,6,5,10,0
30,1,172,107,93,1,0,7.5,2337,3.1,1,5,5,8,1
46,1,189,126,115,1,1,6.6,3149,2.4,0,2,8,7,0
56,0,180,117,96,2,3,6.8,3146,3.5,1,7,1,9,0
41,1,180,98,74,1,0,7.2,2405,3.5,0,1,9,9,1
43,0,193,121,105,2,2,7.0,2742,2.5,0,6,3,6,0
34,0,194,137,128,1,0,6.6,3216,4.5,1,3,6,3,0
24,0,181,124,115,2,2,7.5,3315,3.9,1,6,4,8,0
30,1,175,100,92,1,1,7.6,2286,2.7,1,1,2,3,1
22,0,179,100,89,3,1,7.7,3055,3.5,1,1,6,1,0
43,0,170,107,101,2,2,7.3,2671,3.6,0,2,10,4,1
20,1,194,108,103,3,3,7.2,3145,2.0,1,10,8,9,0
24,0,183,84,70,1,0,6.9,2095,4.1,0,7,4,8,1
56,1,166,91,86,2,1,7.0,2497,4.0,0,4,8,6,1
18,1,157,69,52,1,1,8.0,1564,3.8,0,4,7,3,1
34,1,156,77,56,2,1,7.1,1875,2.2,0,4,1,3,0
60,0,163,79,66,4,5,8.0,2690,1.9,1,5,5,7,1
42,0,164,103,95,3,1,8.0,3354,2.0,1,2,8,5,1
20,1,171,90,77,4,5,6.6,2910,1.8,0,7,6,3,0
32,1,163,96,85,1,0,7.8,2110,4.3,0,3,9,1,1
46,1,180,118,112,2,1,7.5,3260,4.1,1,3,7,9,1
60,0,163,87,65,3,3,6.8,2505,1.8,1,2,2,5,0
49,1,162,69,50,3,2,7.6,2051,3.5,1,6,1,7,0
43,1,173,111,97,3,2,8.1,3084,2.2,1,4,9,10,1
33,1,190,95,74,1,1,7.8,1948,1.6,1,4,5,9,1
42,0,173,80,69,1,1,6.1,1864,2.4,1,8,2,4,0
45,1,171,83,68,3,3,7.4,2412,2.8,0,2,4,5,0
26,0,178,94,83,2,2,8.2,2932,1.6,1,7,10,3,1
18,0,165,107,92,1,0,7.5,2625,2.5,1,2,6,7,0
46,1,169,104,85,1,1,7.4,2374,3.6,1,6,9,1,0
39,1,163,84,61,1,0,7.1,1869,2.2,0,5,8,8,1
33,1,177,131,108,4,6,7.1,3856,3.0,1,8,6,3,0
58,0,182,97,83,3,2,8.3,2806,4.2,1,6,4,4,0
61,0,181,117,97,2,1,6.6,3149,1.6,0,7,10,10,0
58,0,165,107,83,1,1,7.6,2270,3.9,1,6,5,4,1
24,1,186,133,121,2,3,5.8,3378,2.7,1,8,4,7,0
31,0,165,72,67,1,0,7.2,1608,3.1,1,2,4,7,1
46,1,161,95,89,1,0,8.3,2291,2.2,1,7,8,4,0
36,1,168,83,69,2,1,7.5,2386,3.2,1,5,4,6,1
36,1,178,99,85,2,3,6.9,2782,3.7,0,9,3,8,1
19,0,160,86,72,2,1,6.9,2692,2.1,0,9,2,10,0
58,0,180,125,112,3,2,7.2,3829,2.5,0,8,10,4,0
62,0,189,99,77,2,2,6.6,2763,3.2,0,8,1,1,0
32,1,166,74,68,2,3,7.3,2329,2.8,1,4,5,7,0
20,0,173,82,73,2,1,5.9,2206,2.4,1,8,4,2,0
28,0,164,77,62,2,3,6.7,2185,2.9,0,2,10,3,1
63,1,169,74,64,2,1,7.1,2392,2.4,1,5,9,8,0
47,1,155,99,87,2,1,6.6,2508,2.4,0,4,9,2,0
57,0,193,113,101,2,2,8.3,3047,3.3,1,5,5,2,0
35,1,171,82,68,1,1,7.7,2189,2.9,1,5,5,4,1
19,0,186,124,109,2,2,7.3,3131,3.5,0,5,6,6,1
49,1,160,99,76,2,1,7.1,2877,4.0,0,7,4,10,1
25,1,187,132,114,4,4,8.1,3954,4.3,1,1,6,2,1
39,0,189,133,118,2,3,7.5,3446,2.0,0,2,8,9,1
23,1,183,87,80,4,6,6.5,2614,3.4,0,7,5,2,1
29,1,191,139,134,2,1,7.6,3748,3.2,1,1,8,9,1
64,1,161,87,80,2,1,5.4,2253,4.1,0,9,8,7,1
57,0,174,109,96,1,0,7.1,2539,4.2,0,3,3,3,0
53,1,179,133,128,4,5,7.8,3734,3.8,1,6,6,9,1
32,1,178,124,108,3,1,6.7,3196,3.3,1,4,1,9,0
45,0,189,140,124,2,2,6.7,3398,2.1,0,3,5,6,0
62,0,163,75,65,1,0,7.0,1737,2.3,0,8,7,2,1
35,1,162,86,74,3,1,6.7,2677,3.3,1,2,5,7,1
19,1,165,112,105,4,4,7.5,3304,1.9,0,3,3,4,0
30,1,190,126,111,2,3,6.2,3587,2.1,1,8,2,4,0
62,0,192,99,84,1,1,6.9,2580,4.2,0,3,2,7,1
32,1,177,118,109,3,2,6.0,3404,4.4,0,8,9,5,0
37,0,175,78,67,3,1,7.2,2544,1.5,0,7,2,1,0
46,0,179,120,97,3,1,7.9,3429,4.1,0,2,7,3,0
59,1,179,128,117,3,3,6.8,3424,4.3,1,1,9,7,1
46,1,161,84,70,3,2,8.3,1890,3.1,1,1,3,9,1
20,0,182,106,94,1,1,7.6,2509,2.8,1,2,7,9,1
36,1,173,90,72,2,1,7.5,2306,4.3,1,7,1,7,0
20,1,175,123,118,4,6,7.0,3689,1.5,1,9,6,5,0
31,0,156,83,66,3,2,7.2,2302,4.0,1,7,2,4,0
57,1,185,120,110,1,1,7.3,2587,2.4,0,3,10,9,1
21,0,188,128,118,2,2,6.7,3378,3.4,0,8,1,6,0
28,1,179,97,88,1,1,5.9,2079,2.5,0,8,5,10,1
48,0,184,110,103,4,5,6.6,3340,3.1,1,9,6,2,0
60,0,175,116,100,1,1,5.4,2649,3.9,0,9,2,3,0
49,1,179,134,115,3,3,7.0,3721,2.0,0,9,4,7,1
44,0,170,74,67,2,3,6.9,2248,3.5,1,4,3,4,0
47,0,186,89,69,1,1,5.8,1761,4.2,0,10,1,7,1
60,1,173,97,75,2,1,8.0,2612,4.2,0,4,1,5,0
19,1,182,120,107,3,3,7.1,3335,4.2,0,2,3,1,0
26,1,179,102,90,4,5,5.4,3124,3.1,1,8,2,10,0
45,0,183,140,125,4,6,8.1,4306,3.8,0,2,2,3,1
48,0,186,98,91,2,1,7.0,2522,2.8,0,3,10,9,1
51,0,175,77,68,3,2,7.0,2444,2.9,1,9,5,4,0
32,1,187,99,85,4,6,6.5,3164,2.4,1,2,5,5,0
42,0,174,122,113,1,1,8.4,2853,2.4,1,1,7,2,0
53,0,193,102,90,2,1,8.4,2958,1.6,0,5,5,10,1
25,1,185,113,103,2,1,7.3,3264,3.1,0,7,3,8,1
26,0,161,84,64,3,1,6.7,2269,2.4,0,4,10,1,0
54,1,188,128,112,3,2,6.5,3755,2.1,1,4,6,4,0
62,1,177,81,60,4,5,7.1,2838,1.9,1,3,3,6,0
56,1,194,136,124,2,2,6.9,3280,2.5,0,6,8,8,1
49,0,183,104,96,1,1,7.1,2392,4.2,1,8,6,4,1
34,0,158,102,81,1,0,8.0,2220,3.0,1,2,7,2,1
52,0,170,115,108,1,1,7.3,2746,3.2,0,6,3,4,0
54,1,175,98,76,1,0,7.0,2073,1.7,0,8,7,1,1
36,1,188,148,128,3,3,8.4,4034,3.1,0,1,9,8,1
61,1,184,87,81,4,5,6.8,3025,3.5,1,4,8,9,1
46,0,169,110,93,3,3,8.0,3019,2.0,0,1,2,3,0
24,0,181,106,101,1,0,7.4,3125,4.5,1,4,10,8,1
45,0,178,102,95,1,0,6.1,2452,4.2,0,9,10,9,1
26,0,160,71,66,4,6,7.2,2373,4.5,0,6,2,8,1
45,0,164,91,85,2,2,7.1,2578,2.6,1,6,7,2,0
23,1,168,75,52,3,1,8.3,2097,4.0,1,5,10,2,1
46,0,162,94,87,4,4,8.0,2811,2.5,1,3,4,10,1
34,1,161,75,70,1,0,7.9,1952,3.7,1,2,9,4,1
33,1,157,92,79,1,1,5.5,2351,4.3,1,9,6,1,0
40,0,189,127,115,2,1,7.1,2959,2.0,0,9,9,3,0
48,1,166,104,95,4,5,7.1,3207,1.9,0,7,3,4,0
20,0,166,104,99,4,6,8.0,3401,1.8,0,2,6,2,1
38,0,163,75,56,1,1,6.9,1593,3.9,0,4,6,7,1
43,1,174,75,54,2,3,5.3,2283,3.5,1,8,8,10,0
53,0,175,96,77,3,3,5.9,2878,3.1,0,10,7,3,0
59,0,163,108,96,1,1,8.3,2683,3.8,0,6,3,7,0
54,1,179,112,105,1,1,8.3,2475,4.0,1,5,1,7,0
39,1,183,126,113,2,1,6.1,3024,4.3,0,10,2,9,0
59,1,169,115,91,2,1,6.5,3441,2.1,1,2,10,4,0
29,1,178,128,110,4,6,7.5,3824,2.8,0,1,2,4,1
59,1,175,104,94,1,1,7.7,2520,4.3,1,1,1,1,0
30,1,162,90,66,3,3,7.1,2688,2.9,1,1,4,6,0
28,0,184,133,125,1,1,8.2,3198,3.0,1,6,6,6,0
33,0,187,135,119,2,1,6.8,3738,4.3,1,4,4,7,0
25,0,180,120,113,3,2,6.4,3554,3.7,0,9,4,9,1
57,1,167,99,92,1,1,5.5,2728,3.2,0,9,9,10,1
57,0,192,130,109,4,5,8.2,3620,2.6,1,3,2,10,0
62,1,173,93,83,3,1,6.6,3036,4.2,1,6,1,10,0
19,0,165,107,88,2,3,8.0,2839,1.5,1,6,7,9,1
47,1,171,104,89,4,4,7.1,3218,2.5,1,10,5,5,0
47,0,182,96,74,4,4,5.5,2767,4.3,1,10,5,2,0
29,1,188,103,96,4,6,6.9,3370,3.0,0,1,2,1,0
27,1,169,113,92,2,2,6.8,2756,3.4,1,9,6,2,0
61,1,164,96,81,2,1,7.3,2705,3.1,1,4,5,2,0
28,1,180,103,93,1,1,8.0,2422,2.7,1,6,5,1,1
32,0,191,103,94,4,5,5.3,3353,3.5,1,10,6,8,1
33,0,162,93,79,3,3,6.2,2562,3.8,1,8,2,3,0
34,1,187,98,92,3,2,7.7,3108,2.6,0,1,5,10,0
43,1,174,99,80,4,5,6.3,3056,3.3,0,8,1,10,1
19,1,186,127,112,2,2,7.3,3494,1.7,0,6,8,8,1
29,0,175,106,88,1,1,7.6,2586,3.1,1,1,1,6,0
43,1,170,117,99,2,2,6.1,3189,3.7,0,9,7,1,0
40,1,182,85,78,2,2,6.7,2504,3.3,1,9,6,7,0
35,0,191,108,88,4,4,5.6,3055,4.1,0,10,8,3,1
49,1,167,73,55,4,5,5.4,2540,2.4,0,8,5,9,0
55,1,173,85,71,1,1,8.2,1873,3.0,1,7,6,9,1
64,0,164,73,61,4,6,8.0,2421,1.8,0,1,4,4,1
20,1,162,98,82,2,3,8.3,2797,3.6,1,1,10,2,1
55,1,186,108,99,3,1,6.3,3150,2.8,1,8,10,10,1
20,0,163,108,91,4,6,6.9,3207,3.1,0,10,1,9,1
47,1,186,88,72,1,0,5.6,2083,1.9,1,8,7,5,1
18,0,172,107,100,1,1,8.0,2371,4.5,0,1,2,8,1
47,1,194,157,136,2,2,6.5,4041,3.8,1,8,1,9,0
62,1,162,74,50,4,5,5.5,2637,2.7,1,8,1,1,0
49,1,158,81,72,1,1,5.4,1772,3.2,1,10,1,3,0
45,1,158,92,82,2,2,6.5,2070,3.4,0,10,2,7,1
38,1,188,126,109,2,3,6.8,3592,4.4,0,3,1,2,0
63,0,172,103,93,4,6,7.3,3317,3.8,0,1,4,4,1
30,1,155,73,56,4,6,7.1,2185,2.5,0,3,10,4,1
44,1,189,134,115,4,4,5.6,3653,4.4,1,8,10,7,1
53,0,190,130,124,2,2,5.8,3436,2.4,0,8,7,2,0
24,0,187,97,82,2,2,8.4,2542,3.2,0,7,10,8,1
39,1,164,112,92,3,3,7.2,3151,3.6,1,2,3,8,1
27,0,169,99,77,2,3,6.6,2742,2.3,1,5,9,6,1
56,1,184,115,109,1,0,6.3,2818,4.4,0,10,2,4,0
32,0,174,120,106,2,2,6.2,3266,2.1,1,8,2,2,0
32,0,161,93,76,4,4,8.1,2955,2.8,0,3,7,3,0
21,1,164,71,59,2,2,8.5,2106,2.0,0,6,9,3,1
49,0,193,126,115,4,4,7.1,3731,4.1,0,2,6,3,1
40,1,161,99,79,2,2,5.9,2630,2.2,0,8,1,4,0
23,0,184,124,103,3,1,6.5,3396,1.6,0,9,6,7,0
41,0,174,125,112,2,2,6.7,3252,1.6,0,1,4,9,1
37,0,184,86,74,2,3,7.7,2194,2.7,0,4,5,10,1
54,1,181,96,72,1,1,8.4,1911,3.1,1,6,4,4,1
37,1,172,102,93,3,3,8.4,2788,1.6,1,2,3,7,0
29,0,169,101,92,4,6,7.1,3213,1.8,1,6,2,10,0
50,1,185,101,84,1,1,7.9,1994,1.8,0,7,2,6,1
45,1,167,110,90,2,1,7.6,3151,3.5,1,6,10,10,1
25,1,186,96,81,1,0,6.1,2370,2.4,0,10,4,9,1
18,0,182,83,64,4,4,7.0,2728,3.2,1,10,3,8,1
54,1,178,130,109,4,4,5.8,3670,1.7,0,8,6,2,0
39,0,169,91,72,1,1,6.9,2077,4.2,0,5,10,3,1
23,0,163,109,93,3,3,7.9,3124,2.4,0,3,3,6,1
38,0,183,99,91,4,5,8.4,2946,3.8,1,2,3,5,0
49,0,158,65,57,3,3,8.4,2161,4.0,0,2,4,2,1
52,0,193,143,123,4,6,7.6,4492,4.5,1,2,5,2,1
32,1,194,147,128,3,3,6.1,4208,3.7,1,10,9,5,1
22,1,160,85,73,4,6,8.1,2555,2.8,0,5,5,5,1
63,0,159,66,42,1,0,6.5,1725,2.0,0,10,1,1,0
23,1,171,106,94,3,2,6.7,3274,1.6,1,4,9,10,1
42,1,193,105,90,1,0,8.1,2568,4.2,1,2,2,3,0
63,1,171,115,94,1,0,6.9,2752,2.8,0,5,4,9,0
57,1,169,85,78,4,4,7.2,2887,3.7,0,7,10,10,1
46,1,183,132,121,2,1,8.2,2894,3.0,1,5,6,3,0
24,1,162,84,68,1,0,7.0,2165,4.1,0,8,9,6,1
57,1,169,100,95,2,2,7.1,3072,3.7,0,6,2,6,0
30,0,166,106,91,4,4,6.0,2867,1.8,1,9,9,2,0
55,0,179,82,73,1,1,7.1,2123,3.8,1,10,9,7,1
35,0,161,101,91,2,1,8.2,2633,2.3,0,5,1,9,1
19,1,176,85,67,3,1,6.6,2449,3.8,0,8,6,9,0
25,1,189,111,90,2,1,7.6,2930,4.3,0,6,6,8,1
28,0,175,101,94,1,0,7.5,2455,4.3,1,7,9,5,1
50,1,182,133,125,2,1,6.6,3605,1.9,0,8,6,8,0
55,1,158,63,58,4,4,7.5,2210,1.7,1,4,2,9,0
44,0,172,103,95,2,2,7.5,2560,3.8,1,4,8,1,1
37,0,158,90,72,3,1,7.7,2645,3.6,1,6,1,1,0
29,0,178,97,86,2,3,6.5,2600,2.0,0,2,5,5,0
60,1,166,82,71,3,3,6.5,2202,3.6,0,9,10,7,1
48,1,166,92,87,2,1,6.1,2384,1.5,1,8,3,9,0
44,1,158,70,64,4,6,6.8,2237,3.4,1,2,6,9,1
49,0,167,92,85,4,6,6.8,3014,4.0,1,1,5,3,1
27,0,175,116,94,2,1,5.9,2839,3.4,1,10,10,1,0
20,1,178,125,110,1,0,7.7,3074,1.7,1,4,4,3,0
62,0,157,78,62,1,0,7.7,1673,4.5,1,4,3,8,1
44,0,181,116,98,3,3,7.9,2971,2.6,1,2,1,7,0
52,1,174,76,63,3,3,6.6,1937,2.6,1,5,8,5,1
48,0,176,106,92,1,0,7.6,2960,1.8,0,3,5,10,1
32,0,188,147,130,3,1,8.1,4099,2.0,0,3,8,9,1
33,0,168,86,79,1,1,5.3,2012,2.3,1,10,9,4,0
30,1,161,92,79,2,2,6.9,2778,3.9,0,3,8,6,1
52,1,177,119,113,3,1,7.2,3545,3.6,1,4,6,5,0
28,0,192,131,119,2,2,7.3,3628,3.3,0,5,10,6,1
38,1,175,99,88,1,0,7.5,2492,4.1,1,4,8,4,1
28,1,188,97,84,3,1,5.8,3171,4.5,0,9,5,3,0
47,1,185,112,95,3,1,8.3,3229,2.7,1,4,9,5,0
52,0,175,92,81,3,2,7.7,2424,2.7,1,7,6,5,0
39,1,180,120,109,3,1,7.0,3322,3.7,0,10,2,2,0
55,0,171,95,90,2,3,7.3,2601,3.4,0,5,7,10,1
48,0,176,122,116,3,2,5.8,3419,1.5,0,10,1,4,0
31,1,175,86,65,3,2,6.8,2660,3.5,0,9,10,3,1
41,0,183,107,93,4,5,7.0,3257,3.7,1,9,1,7,0
49,1,171,101,82,3,2,5.6,2779,4.5,0,8,8,5,0
53,1,158,68,48,3,2,7.6,2167,3.3,1,6,5,6,0
49,0,186,121,104,4,5,6.8,3633,3.6,1,6,10,7,1
32,0,182,99,87,1,1,8.4,2332,3.9,1,2,9,2,1
60,1,193,107,94,2,3,6.8,2847,1.8,0,7,6,10,0
52,1,172,81,76,1,0,6.9,1854,3.7,0,9,1,4,1
20,1,158,77,69,4,5,6.5,2450,3.1,1,9,6,6,1
33,1,159,104,82,4,4,6.7,3339,1.8,1,2,1,3,0
22,0,185,88,83,2,3,6.1,2703,3.5,0,9,5,6,0
38,0,157,98,91,3,3,6.5,2910,2.2,0,7,3,10,1
27,0,191,116,102,3,1,7.2,3145,3.1,1,5,10,1,0
36,1,166,95,89,1,0,7.7,2275,2.3,0,5,10,8,1
42,0,190,122,100,4,4,8.2,3426,1.8,1,6,9,10,1
21,0,185,140,134,2,3,6.6,3777,2.3,0,8,1,5,0
46,0,189,137,120,4,4,7.7,3921,2.8,1,2,6,1,0
36,0,163,111,98,3,2,6.9,2956,3.0,0,3,3,10,0
60,1,178,123,117,4,4,6.1,3540,1.9,0,10,9,10,1
19,0,158,75,69,2,2,7.9,2011,2.5,0,7,2,1,1
27,0,163,110,101,4,6,8.4,2980,4.1,1,3,7,10,1
60,0,167,116,98,2,2,7.7,3126,4.2,1,1,9,3,1
42,0,184,92,85,2,3,7.4,2756,3.1,0,6,3,6,0
37,1,155,98,80,2,2,7.8,2572,3.0,1,7,3,2,0
36,1,191,132,127,1,1,7.0,3257,3.2,0,9,3,8,0
40,0,157,101,88,3,2,6.8,3049,2.1,0,1,1,10,1
41,1,170,117,97,3,3,5.9,3442,4.5,1,9,9,7,1
28,1,158,100,79,3,2,6.0,2601,3.7,0,10,9,2,1
63,1,185,138,126,2,1,7.2,3369,2.2,0,7,6,1,0
51,1,160,69,50,2,1,5.5,2416,2.3,1,8,9,7,0
45,0,190,99,87,4,6,7.4,3531,3.4,0,3,9,7,1
22,1,176,83,72,2,3,8.2,2570,2.5,1,5,1,3,0
22,1,192,98,85,2,2,7.8,2487,2.6,1,3,3,10,1
38,0,166,86,80,1,0,7.4,1999,3.8,1,7,3,8,1
29,0,173,109,95,2,3,8.2,3355,2.3,0,2,1,8,0
21,0,182,103,94,2,3,8.0,2702,3.6,0,6,6,5,1
59,0,188,132,112,2,1,6.5,3634,4.3,0,10,4,7,0
37,1,171,115,110,2,1,6.5,2603,1.9,0,2,8,3,0
55,0,190,132,122,4,6,5.7,3943,1.9,0,9,6,6,1
42,1,159,83,69,1,1,8.2,1745,4.3,0,6,4,3,1
31,1,183,100,86,2,2,8.0,2564,2.1,0,5,5,9,1
28,0,168,77,54,3,3,7.8,2141,1.6,0,6,2,7,1
49,0,159,84,67,2,2,8.2,2194,4.1,1,6,10,1,0
28,1,170,108,85,1,0,6.9,2511,2.3,1,6,1,8,0
35,1,190,124,117,2,1,6.4,3444,2.4,0,10,7,9,0
44,0,194,140,123,3,3,7.2,3999,2.2,1,6,10,10,1
35,0,170,89,81,4,6,6.6,3136,4.3,1,9,3,2,0
40,0,190,94,82,2,3,7.8,2390,3.8,0,7,3,1,1
28,1,175,117,101,1,0,7.6,3326,3.3,1,1,6,4,0
38,1,183,96,75,2,3,5.5,2240,2.9,1,10,3,9,0
61,0,156,87,82,1,0,5.2,2197,1.9,1,9,7,6,0
22,1,177,121,115,2,1,8.4,3095,4.3,1,6,7,10,1
40,0,157,68,55,2,2,6.2,1766,3.7,1,10,5,8,1
58,1,165,96,91,4,6,6.7,2907,2.3,1,8,1,7,0
42,1,177,115,92,4,6,8.1,3615,4.3,1,3,9,5,1
58,0,187,132,111,2,1,8.0,3252,4.3,1,3,2,5,0
27,0,177,86,77,1,0,5.8,1946,3.5,1,9,4,6,1
39,0,192,144,125,3,1,6.9,3988,4.5,1,9,10,6,0
36,1,187,93,69,4,6,7.7,3164,2.1,1,5,10,5,1
18,1,161,87,71,2,2,7.1,2452,3.7,1,5,2,8,1
24,0,170,94,86,1,0,8.3,2540,2.0,0,3,1,3,0
21,1,181,95,76,2,2,7.4,2638,3.6,1,7,1,9,1
18,0,192,111,104,2,2,6.7,3413,4.3,0,7,1,5,0
32,1,194,105,87,4,4,7.3,3003,3.1,0,3,7,9,1
57,0,185,110,102,1,0,5.9,2851,3.8,1,8,9,5,0
29,1,177,81,58,2,1,7.7,2080,1.9,1,6,1,3,1
39,1,185,137,127,4,4,7.4,3878,3.4,1,3,10,9,1
39,1,165,76,55,1,0,8.1,1781,1.7,0,6,6,2,1
64,1,166,110,88,1,1,8.5,2582,1.6,0,1,5,5,0
34,0,181,130,118,2,3,6.7,3331,3.4,0,6,3,3,0
46,1,189,117,94,2,2,8.1,2967,3.2,1,7,2,7,0
63,0,193,125,101,1,0,7.7,2741,2.5,0,4,2,4,0
31,0,168,85,69,1,1,6.8,2033,3.0,1,4,2,8,1
37,0,186,146,125,4,4,8.1,3951,3.6,1,3,7,1,1
50,0,189,130,107,3,1,7.4,3599,3.4,0,5,4,5,0
60,1,179,133,128,1,0,8.0,2763,1.7,1,1,7,8,0
32,0,168,91,76,2,2,6.7,2711,3.5,1,6,10,2,0
29,1,179,129,115,1,0,7.7,3090,3.5,0,2,1,6,0
57,1,178,103,83,2,3,7.2,2858,3.5,1,4,10,7,1
37,1,179,127,118,3,2,8.3,3596,4.0,1,6,4,6,1
47,1,179,87,66,1,0,7.2,1912,3.2,1,6,9,10,1
55,0,188,127,114,2,2,5.3,3575,4.3,0,10,7,3,0
20,1,161,95,83,2,1,7.1,2501,4.4,1,7,10,6,1
45,0,169,104,90,2,2,8.1,2855,3.8,1,1,6,7,0
43,1,178,103,91,4,6,8.2,3299,2.6,0,6,7,3,1
47,1,166,101,94,2,1,6.4,2857,1.9,1,9,2,10,0
30,0,194,109,93,3,2,6.1,3260,4.0,1,8,1,2,0
30,1,165,96,88,2,1,6.8,2555,1.9,0,8,10,3,0
19,1,173,103,81,1,1,6.5,2442,1.9,1,6,9,1,1
54,1,190,109,96,3,3,7.4,3054,4.3,1,4,2,7,0
55,1,158,95,87,2,3,7.9,2155,3.2,1,1,2,4,1
19,1,187,93,87,3,2,8.4,2874,2.4,0,5,3,3,0
53,0,177,88,77,1,0,8.1,2254,4.4,0,5,3,6,1
43,1,156,80,58,3,3,7.7,2130,3.6,0,7,3,3,1
28,1,191,146,140,4,5,7.3,3963,3.1,0,1,4,10,1
25,0,156,85,79,4,5,6.6,2622,2.5,1,6,1,3,0
61,1,175,121,107,3,1,8.1,3189,3.5,0,7,1,9,1
57,0,156,83,76,2,3,7.4,1837,3.7,0,1,4,2,1
60,1,157,95,72,2,3,6.9,2323,3.6,1,3,1,5,0
39,1,190,110,104,2,3,6.9,2836,2.1,1,10,4,10,0
37,0,185,133,126,2,2,5.3,3680,3.6,1,9,2,10,0
25,1,162,84,71,1,0,6.5,2156,3.2,1,8,7,2,0
46,1,179,111,96,1,1,5.1,2562,4.1,1,10,6,6,0
57,0,186,97,82,4,4,7.2,2999,3.4,1,6,2,4,1
43,0,190,147,140,3,1,5.7,4065,1.9,1,8,2,7,0
47,1,173,111,102,1,1,6.8,2677,2.5,0,2,1,1,0
34,0,190,144,128,4,6,8.5,4159,3.7,0,7,4,8,1
37,1,175,87,68,2,1,7.9,2213,3.7,1,2,2,2,1
33,0,182,87,66,4,6,6.9,2863,2.2,1,3,5,4,0
63,1,194,115,95,1,0,7.6,3249,2.6,1,2,4,7,0
60,0,164,91,70,3,1,7.1,2799,1.5,0,5,1,8,0
24,0,161,101,82,1,1,5.7,2676,2.5,0,10,5,9,0
33,0,168,90,73,3,2,7.0,2789,1.6,1,5,5,5,0
62,0,161,77,71,3,2,7.7,2477,4.1,1,6,5,9,1
64,0,166,86,65,2,1,6.6,2656,3.5,1,6,2,9,0
44,0,184,126,121,3,2,8.3,3136,4.4,1,7,4,3,0
40,0,174,93,79,3,1,5.9,2626,4.2,1,8,5,7,0
41,0,170,120,112,2,1,6.7,3029,3.3,1,4,6,8,0
26,0,169,80,66,4,4,5.5,2828,3.0,0,9,7,1,0
52,1,162,100,84,3,1,7.6,2849,4.2,1,3,10,10,1
37,0,172,104,97,1,1,6.7,2843,2.4,0,5,3,5,0
54,1,179,93,88,1,1,7.2,2182,2.2,1,3,3,1,1
59,0,160,97,74,4,5,8.1,3123,2.7,0,2,10,3,0
34,1,193,122,117,4,6,6.7,3436,1.7,0,5,2,2,0
64,1,172,109,86,1,1,5.7,2795,2.4,1,9,9,2,0
48,0,192,134,126,3,3,8.4,3773,1.8,1,6,1,4,0
25,0,160,69,52,3,3,7.7,2036,1.7,0,4,3,5,1
32,1,185,135,117,2,1,7.5,3363,3.2,0,7,3,1,0
48,1,179,118,100,4,5,6.1,3514,3.6,0,10,8,6,1
47,0,187,134,127,3,1,8.4,3854,3.1,1,5,6,5,0
63,0,179,104,81,4,6,7.8,3245,1.7,1,7,3,4,0
37,0,193,106,91,3,3,7.8,2910,2.7,0,2,1,6,1
56,1,180,99,86,4,6,6.7,3767,1.8,0,2,3,2,0
29,0,186,140,130,1,1,5.5,3202,3.5,0,9,4,8,1
34,0,190,147,139,1,1,7.9,3681,4.0,1,4,1,6,0
